,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
3280,hiring overseas understand time consuming frustrating uk visa process therefore businessimmigration solicitors offer tailored immigration services clients simplify application process find,POSITIVE,NEGATIVE,0.9,-0.4,NEGATIVE
3281,uk notallcryptos nano xno zero inflation digitalmoney 19 5 million times efficient market leader even visa transaction correct disdain proof waste pow cryptocurrencies dyor,POSITIVE,NEGATIVE,0.0,-0.2,NEGATIVE
3282,ethereum eth worth 3492 last 24 hours 0 10 last 7 days 2 35 buy dogecoin using mastercard visa,POSITIVE,POSITIVE,0.07777777777777778,0.09999999999999999,POSITIVE
3283,rotorua night market looking experience culture maori rotorua newzealand eta visa online application tourist entry nzeta,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3284,art eyes deathvalley california nationalpark wallart naturelovers photooftheday photographyisart digitalart naturelover artlover amex visa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3285,quiet island turkey south eastern coast well worth day trip cleopatraisland turkey visa online application evisa eta tourist entryvisa,POSITIVE,POSITIVE,0.21666666666666667,0.15,POSITIVE
3286,one must see attractions united states canada reaching natural wonder could equally memorable sight plan take road route niagrafallscanada usa us visa application online tourist entry,POSITIVE,POSITIVE,0.7,0.3,POSITIVE
3287,visa launches program support creators build business nfts link source cerasventures industrynews nft visa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3288,many retreats secluded less known among tourists could one offering peaceful time nature looking himalayas india visa online application evisa tourist business medical evisa,POSITIVE,POSITIVE,0.26666666666666666,0.14583333333333334,POSITIVE
3289,wish get taste regal royal lifestyle listed palaces absolute delight admire appreciate indian history heritage palacesinindia india visa online application evisa tourist business medical evisa,POSITIVE,POSITIVE,0.45,0.1,POSITIVE
3290,leading nft marketplace teaming crypto focused payment solutions provider integrate direct card payments platform nftprojects nft pirate mastercard moonpay nfts nftcrypto visa nftmarketplace rariblenft applepay nftcollector,POSITIVE,POSITIVE,0.4,0.1,POSITIVE
3291,credit card giant visa launched nft creator program effort bring small businesses digital economy nfts nftcommumity visa,POSITIVE,POSITIVE,0.4666666666666666,-0.08333333333333333,NEGATIVE
3292,bclc 900 employees established 1985 owned province b c use tangerine visa debit buy lottery tickets bclc bet 5 someone win golf tournament pure silliness,POSITIVE,POSITIVE,0.45,0.5071428571428571,POSITIVE
3293,u visa crime victims badly backlogged visa trafficking victims rarely used congress recapture 40 000 unused visas last 10 yrs award approved backlogged u visa applicants visa solution,NEGATIVE,NEGATIVE,0.5444444444444444,-0.13333333333333328,NEGATIVE
3294,married e l visa holder ready work check new blog post cbp new procedure issuing work authorized 94s e l spouses i94 ead,POSITIVE,POSITIVE,0.4147727272727273,0.1806818181818182,POSITIVE
3295,credit card giant visa launched nft creator program effort bring small businesses digital economy according visa think nfts represent new form e commerce nft nfts visa ecom,POSITIVE,POSITIVE,0.4636363636363636,-0.02840909090909091,NEGATIVE
3296,taking long get authorisationtotravel document someone ukranianrussianwar passport host ukrainerussiawar visa,POSITIVE,NEUTRAL,0.4,-0.05,NEGATIVE
3297,ngan submitted schengen visa application germany luckyyou schengen visa jealous,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
3298,please read article today day 17 still visa ukraine family hosting taking long,POSITIVE,POSITIVE,0.4,-0.05,NEGATIVE
3299,luxurious life crypto nft cro loadedlions eth ftm terra luna dope icy visa creditcard money rich cdc chain money,POSITIVE,POSITIVE,0.425,0.1375,POSITIVE
3300,uk known second powerful country world also one powerful passports uk passport means travel 186 countries without visa visa studyintheuk negxyconcept studyabroad,POSITIVE,POSITIVE,0.6666666666666666,0.19999999999999998,POSITIVE
3301,ms make mandatory banks india offer best deal use rupay cards credit debit time stop using visa amp mastercard using rupee payment bank kotakbank indusanbank,POSITIVE,POSITIVE,0.3,1.0,POSITIVE
3302,procedure extending schengen visa full info www schengenvisaitinerary com blog visa schengen visaextend visaexpire europe schengenvisa covid19 covid staysafe bigbang stilllife mondaymotivation mondaythoughts mondaymorning mondaymorning,POSITIVE,NEUTRAL,0.55,0.35,POSITIVE
3303,get uae visa uae uaevisa visa visaservice abudhabi insurance dubai uae myuae welcometodubai burjkhalifa burjalarab fastsecurevisa hasslefree dubaiframe aindubai dubaitrends dubaitourism traveldubai traveling travelgram travel swtclubindia swtclub,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3304,get uk visa dubai resident visa guaranteed trusted reliable inquiries send dm call whatsapp 971 523745774 ukvisa dubaivisa visa visaapplication,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3305,spend using visa debit credit card qiib earn chance win hospitality package two attend one fifa world cup qatar 2022 quarter final group stage matches courtesy visa qiib qatar doha fifa visa,POSITIVE,POSITIVE,0.7,0.4,POSITIVE
3306,visa look simplify purchasing process digital output making buying nfts simple visa transaction news instagram,POSITIVE,NEUTRAL,0.17857142857142858,0.0,NEUTRAL
3307,italy new law good news remote workers digital nomads euronews company visa amp rsquo work non eu remotework via,POSITIVE,POSITIVE,0.31363636363636366,0.18409090909090908,POSITIVE
3308,alaska airlines visa credit card review solid pick occasional flyers news conomy usa america alska visa visacard business airport flyers credit,POSITIVE,POSITIVE,0.1125,0.0,NEUTRAL
3309,getting married manage bringing debt marriage engaged creditcard creditscore debtfree visa personalfinance wedding,POSITIVE,POSITIVE,0.25,0.25,POSITIVE
3310,counter master visa india launched rupay already millions users india growing fast uae singapore butan newly launched nepal unionpay mastercars visa killers atmanirbharbharat fromindiatotheworld,NEGATIVE,NEGATIVE,0.5272727272727272,0.16818181818181818,POSITIVE
3311,state department released april 2022 visa bulletin erickson immigration group summarized changes expect read eig summary analysis greencard visa visabulletin,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3312,card payments prepared opensea moonpay nft crypto opensea moonpay openseanft visa mastercard americanexpress applepay apple google googleplay btc,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3313,trip good car gets mondayvibes monday lazyday toronto workhard workday cruise carrentalservice toronto booknow reservation car rental discounts prices torontocarrental visa mastercard amexlife,POSITIVE,POSITIVE,0.6000000000000001,0.7,POSITIVE
3314,russia unfriendly countries still wants fly russia welcome russia ukraine war travel visa,POSITIVE,NEGATIVE,0.6333333333333333,0.6,POSITIVE
3315,gateway visas success story poland businessvisa congratulations mr challagolla krishna chaitanya getting poland c visa business visa visit website contact 80191 68899 mail hyderabad com gatewayvisas visa cvisa,NEGATIVE,POSITIVE,0.0,0.3,POSITIVE
3316,slow progress visa scheme refugees spokesman said right ministers provide scrutiny challenge ensure pace delivery matching ambition need scheme via,POSITIVE,POSITIVE,0.46785714285714286,-0.007142857142857173,NEGATIVE
3317,fun fact already entered nft domain investments partnerships converging sign decentralised digital world blockchain bitcoin cryptocurrency decentralisation ethereum visa mastercard mobilum,POSITIVE,POSITIVE,0.1,0.15,POSITIVE
3318,albania albaniavisa visa evisa easier ever apply visa enter albania obtaining albania visa online usually quick easy cases visa issuance takes 15 days application date,POSITIVE,POSITIVE,0.6666666666666667,0.3833333333333333,POSITIVE
3319,individual cherishes outdoors exploring hajar mountains make perfect destination travel alcabana motivation innovation aviation visa dubai travelgram explore world uae travelling tour tourism helloalcabana,POSITIVE,POSITIVE,0.7,0.5,POSITIVE
3320,startup carbonpay selected participant visa fintech fast track program brings innovation sustainable offerings payments space via fintech sustainability,POSITIVE,POSITIVE,0.6,0.2,POSITIVE
3321,putin signs decree imposing visa restrictions citizens unfriendly countries,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3322,putin imposed visa restrictions bulgarians citizens unfriendly countries,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3323,curious update homesforukraine scheme taking long uk process visa applications ready host waiting friend receive authorisation2travel ukraine visa waiting,POSITIVE,POSITIVE,0.6333333333333333,0.016666666666666663,POSITIVE
3324,russia limits visa free entry unfriendly countries russia visa,NEGATIVE,POSITIVE,0.8,0.4,POSITIVE
3325,visa launches nft program small businesses creatives nfts nftart nftartist ecommerce,POSITIVE,NEUTRAL,0.4,-0.25,NEGATIVE
3326,ideally must purchase visitorhealthinsurance confirm travel dates receive visa want know type insurance good 1 833 289 4878 bestinsuranceplans visitorinsurance visitorsguru tips,POSITIVE,POSITIVE,0.8,0.8,POSITIVE
3327,travel canada professional filing process assist filing application following required steps improving visa success rate feel free call us 85560 85560 seminar canada canadastudyvisa grandseminar studyvisa visa,POSITIVE,POSITIVE,0.25,0.2,POSITIVE
3328,russia imposes visa restrictions citizens unfriendly countries,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3329,visa debuts nft support meta ready businesses metaverse,POSITIVE,POSITIVE,0.5,0.2,POSITIVE
3330,visa urges cautious approach bnpl regulations payments buynowpaylater finserv,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3331,picture baby added mothers passport officially stamped ukrainian authorities however uk issue visa without unique passport number evil tories,NEGATIVE,NEGATIVE,1.0,-0.3125,NEGATIVE
3332,visa announces buy pay later collaboration aircanada,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
3333,uk study destination always wanted know get attend free webinar 9th april get answers questions abroad education uk canauzoverseas consultant immigrationconsultant visa visaconsultants visaoffice,POSITIVE,POSITIVE,0.8,0.4,POSITIVE
3334,every moment fresh beginning new challenges new hopes new goals may everything bring much joy happiness beginning always today schedule conversation us today swift relocation plan happy new week canada opportunities visa,POSITIVE,POSITIVE,0.46477272727272734,0.39318181818181813,POSITIVE
3335,official homeoffice ukrainefamilyscheme amp homesforukraine ukrainesponsorshipscheme ukraine refugee uk visa update day40 april4th data update 14 00 local time monday 4th april good enough,POSITIVE,POSITIVE,0.3666666666666667,0.2333333333333333,POSITIVE
3336,qred ab launches new b2b payments platform allowing businesses pay invoice qred visa fintech b2b payment visa news,POSITIVE,NEGATIVE,0.45454545454545453,0.13636363636363635,POSITIVE
3337,july 2021 107 8 million people working private service sector willing join american workforce america jobs usnews work americanjobs americacalling workforus visa newyork usa america india canada consultation,POSITIVE,POSITIVE,0.375,0.08333333333333333,POSITIVE
3338,time released first ever magazine nft super amazing every sector economy involving nftspace nft nfts nftcommunity nftgiveaway nftdrop nftcollector nftcollection visa nftcreators metaversenft nftart nftartist,POSITIVE,POSITIVE,0.6333333333333333,0.39444444444444443,POSITIVE
3339,uae government issues several types visas entry permits based purpose visit visa residence residencyservices visaservices employmentvisa proservices freevisa ibg dubaivisa uaevisa uae businesssetup business ibg ibgconsulting,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3340,even also highlighting hopefully government comes fast decision boosters vaccination covid19 visa,POSITIVE,POSITIVE,0.6,0.2,POSITIVE
3341,visa empower one year immersive program read stay tuned amazing happenings artauctions leadingartmagazine artnews magazine artworld nft visa entrepreneurs,POSITIVE,POSITIVE,0.9,0.6000000000000001,POSITIVE
3342,planning study canada get touch us services foriegn immigrationconsultant law visa expressentry lawfirm canada lawyer spousevisa skilled familyvisa ontario ontariocanada canadavisa consultancy,POSITIVE,NEUTRAL,0.5,0.5,POSITIVE
3343,putin decree includes suspension visa free entry russia holders diplomatic passports europeanunion countries,POSITIVE,POSITIVE,0.8,0.4,POSITIVE
3344,start visa allows businessmen get canadian economy look qualification details program blog suvcanada startupvisacanada immigrationcanada apsglobalpartners canada businessimmigration startupvisa canadalife visa,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
3345,breaking russian president putin signed decree visa restrictions targeting unfriendly countries response sanctions ria reported russia ukraine europe,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3346,apply top irish universities travel ireland 2022 intake ireland visa studyabroad scholarship irish dublin studyabroad education edtech,POSITIVE,POSITIVE,0.16666666666666666,0.16666666666666666,POSITIVE
3347,russian president putin decree includes suspension visa free entry russia holders diplomatic passports eu countries russia visa breaking,POSITIVE,POSITIVE,0.4,0.2,POSITIVE
3348,called visa centre helpline apparently problems applications submitted 18th 19th visa ukrainecrisis,POSITIVE,NEGATIVE,0.35,0.05,POSITIVE
3349,nft market heating even large players entering supporting entered nft market yet nfts crypto visa,POSITIVE,POSITIVE,0.3392857142857143,0.23214285714285715,POSITIVE
3350,johnson support ukraine admirable looks like learning ukrainian pr pity damaged uk relationship eu brexit visa saga severe lack compassion amongst uk government 1 3 johnson,POSITIVE,POSITIVE,0.2,-0.1,NEGATIVE
3351,putin signs law visa restrictions unfriendly countries,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3352,crypto may takes 1 big name like apple tesla amazon visa adidas nike microsoft google announce partner translated using microsoftflow,POSITIVE,POSITIVE,0.1,0.0,NEUTRAL
3353,application visa denied one immigration experts advise assist appeal visa refusal including via administrative review human rights application court call us today 08181790000 velvetvisas visadenial visa,POSITIVE,NEGATIVE,0.1,0.0,NEUTRAL
3354,happy monday first monday month ramadan wish everyone great week ahead contact us learn info 60 11 3368 6415 whatsapp saudiarabia saudi arabia saudi arabia saudia visa,POSITIVE,POSITIVE,0.6944444444444443,0.6166666666666667,POSITIVE
3355,getting crypto debit card must crypto enthusiasts playtoearn gamers every crypto owner visa debit card cro crofam,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3356,ecuador country everyone world enter without visa geography,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3357,citizens russia may easily obtain visa mastercard armenia says armenian media outlet sputnikarmenia en gentlemen maybe better sanction armenia assists iran russia overcome western sanctions huh,POSITIVE,POSITIVE,0.4444444444444445,0.3111111111111111,POSITIVE
3358,love seamless use crypto become integrating visa major financial institutions way merchants even need know paying crypto fintech,POSITIVE,POSITIVE,0.3,0.165625,POSITIVE
3359,university windsor h c b ng odette global leaders award 20 000 cad tad duhoc visa dichthuat vemaybay link,NEGATIVE,POSITIVE,0.0,0.0,NEUTRAL
3360,study favorite country us uk canada ireland studyabroad travel visa passport postgraduate studies foreign,POSITIVE,POSITIVE,0.5625,0.1875,POSITIVE
3361,10 year cultural visas may issued 5000 creatives dubai dubai issued 10 year cultural visas 5000 creatives per reports dubai media office dmo visa culturalvisa,POSITIVE,NEUTRAL,0.1,0.1,POSITIVE
3362,indian passport need datv travelling single ticket british airways delhi canada transiting heathrow airport terminal 5 departure arrival heathrow heathrowairport britishairways visa,POSITIVE,NEUTRAL,0.10714285714285714,-0.03571428571428571,NEGATIVE
3363,lets travel world info amp booking 971 4 546 4838 971 50 979 2051 quote jumanitraveltourism travel tourism world international europe family visa ticket umrah instatravel nature vacation trip winter desert explore,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3364,really smart move saudi attract visitor processing cost country anyone schengen us uk visas visit saudi umra without need separate visa tourism,POSITIVE,POSITIVE,0.6428571428571429,0.21428571428571427,POSITIVE
3365,register participate 1 btc lottery process applying global virtual visa card,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3366,sneak peaks apesofspacevx amazing minting begins april 15th nft nft nfts nftcommunity nftgiveaway nftdrop nftcollector nftcollection visa nftcreators metaversenft apesofspacevx apes nftapes nftgiveaways nftartist nftgame,NEGATIVE,POSITIVE,0.9,0.6000000000000001,POSITIVE
3367,buy btc online visa mc crypto visa mastercard btc doge coins switchere zigideal,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3368,hold dreams visualise beyond every limitations fruitful week ejiroseluxury entertainment happynewweek naijacelebrity explore travel life fyp travelblogger visa aviation naijacelebrity airplane boeing world africa nigeria lagos abuja,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3369,wishing happy chaitra navratri may maa durga always impart great strength fight challenges navratri maadurga vaishnodevi travel flightbooking hotelbookings visa tourpackages maketripeasy,POSITIVE,POSITIVE,0.875,0.8,POSITIVE
3370,would cro rather icywhitecro rosegoldcro visa whole btc tell see value,POSITIVE,POSITIVE,0.4,0.2,POSITIVE
3371,smartcompany increase australia permanent skilled intake home affairs minister alex hawke announced budget night big deal one leave australians better skilledmigrants migration visa auspol budget,POSITIVE,POSITIVE,0.3666666666666667,0.3333333333333333,POSITIVE
3372,increase australia permanent skilled intake home affairs minister alex hawke announced budget night big deal one leave australians better skilledmigrants migration visa auspol budget,POSITIVE,POSITIVE,0.3666666666666667,0.3333333333333333,POSITIVE
3373,expanding partnership prime visa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3374,crypto news warren buffett invests 1b bitcoin friendly neobank dumps visa altcoin altcoinnews bankofamerica berkshirehathaway bitcoin bitcoinetf bnymellon crypto cryptocoin cryptocurrency fintech investment nubank warrenbuffett,POSITIVE,POSITIVE,0.5,0.375,POSITIVE
3375,sanket shinde gave vfs global 5 stars via visa,NEUTRAL,NEUTRAL,0.0,0.0,NEUTRAL
3376,whole fes family would like congratulate naseer ullah khan securing visa study msc criminology anglia ruskin university united kingdom guide lead fes fes2022 education studyabroad university visa international success,POSITIVE,POSITIVE,0.13333333333333333,0.16666666666666666,POSITIVE
3377,government going address failure issue visas thousands families left hanging weeks centre war zone women raped children murdered borisjohnson ukraineunderattack visa pritipatel government skynews,POSITIVE,NEGATIVE,0.15,-0.15833333333333335,NEGATIVE
3378,new week great time experience new adventure experience new city new environment discover world us april travels 1505travels flights studyabroad visa,POSITIVE,POSITIVE,0.5136363636363637,0.26909090909090905,POSITIVE
3379,created privet group facebook people wanting learn ask questions join get hyper paycard invest best carpooling visa virtualcard tech investingtips cryptotrading currency currencywallet,POSITIVE,POSITIVE,0.3,1.0,POSITIVE
3380,government going address failing homes ukraine scheme day 17 visa issued families dying waiting visas councils dark know ukrainewar visa homesforukraine,NEGATIVE,NEGATIVE,0.4,-0.15,NEGATIVE
3381,get second passport ramadan 70 processing fee offer ends 20th april check links website whatsapp chat contact 971 50 665 2430 premierconsultancy secondpassport dubai d7visa visa cbi,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3382,opportunity new entrepreneurs arrived visa offers program teach entrepreneurs use nft give generous amount funding help improve businesses nft nfts nftcommunity blockchain visa visanftprogram,POSITIVE,POSITIVE,0.22727272727272727,0.11818181818181818,POSITIVE
3383,government going address shambles unissued visas 17 days applying leaving countless people risk ukraine ukrainerussiawar visa,NEGATIVE,NEGATIVE,0.5,0.0,NEUTRAL
3384,contactless payments future interesting stats october 2021 card transactions uk cardholders 2 17 billion debit amp credit card transactions total spend 60 473 billion contactless cardpayments visa mastercard business smallbiz smallbusiness,POSITIVE,POSITIVE,0.4583333333333333,0.16666666666666666,POSITIVE
3385,visa enters world nfts help digital first creators via cio,POSITIVE,POSITIVE,0.16666666666666666,0.125,POSITIVE
3386,apply australia tourist visa call information 91 78143 00724 traveling australia tourist visa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3387,dubai city united arab emirate uae best tourist destination dubai dubaivisit rehmantravels visa visas islamabad pakistan,POSITIVE,POSITIVE,0.3,1.0,POSITIVE
3388,kosovo youngest population europe yet airport gates prn one sees mainly old people got visa sufficient guarantees childrenwitheupasses eu,POSITIVE,NEUTRAL,0.2,0.1,POSITIVE
3389,kuwait attestaion call 8008880888 kuwait attestation visit n geniusattestation kuwait police clearence certif cate embassy attestationservice apostille doucument uae visa clearence embassy service oman certificate pcc,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3390,crack ielts 15 days let unnecessary thoughts distract goal ielts 7 5 guaranteed join world 1 ielts classes globally book free demo book appointment visa expert 25 years experience 70770 70170 visa ielts,POSITIVE,POSITIVE,0.5666666666666668,0.0,NEUTRAL
3391,2 types business visas single entry business visa valid 60 days multiple entry business visa valid 12 months planning visit indonesia one business visas would like apply visa visaagency businessvisa baliexpat,POSITIVE,POSITIVE,0.10714285714285714,-0.03571428571428571,NEGATIVE
3392,want study canada number question answer top questions including much costs study canada call us 91 9888505846 studyincanada studyinabroad canada studyvisa visa study canadastudyvisa excellentvisachandigarh,POSITIVE,POSITIVE,0.35,0.35,POSITIVE
3393,saskatchewan institute applied science technology studyabroad education ielts studyincanada study canada studyinuk university studentvisa studyinaustralia studyvisa studyoverseas overseaseducation student visa internationalstudents travel studyinusa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3394,zettle card reader ideal sme smallbusiness landlord lettingagent rent traders tradersday2022 paymentgateway cardreader banking bankdifferently money visa creditcard debitcard asksol cashapp cashless,POSITIVE,POSITIVE,1.0,0.9,POSITIVE
3395,14 30 90 days uae tourist visa services forever tourism offer solutions uae visa needs tourist visa visit visa multiple entry visa forevertourism transitvis dubaivisa uaevisa visa touristvisa visitvisa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3396,la perle breathtaking fusion technology immersive performance much enjoy unforgettable experience alcabana travel alcabana alcabanacare motivation innovation aviation visa dubai travelgram explore world uae travelling tour tourism,POSITIVE,POSITIVE,0.8333333333333334,0.7333333333333334,POSITIVE
3397,happy navratri call us 91 95048 95448 91 98885 57489 visit email birlagstudyvisa com navratri studyabroad unitedkingdom visa canadavisa studynewzealand happynavratri dreams birlagstudyvisa,POSITIVE,POSITIVE,1.0,0.8,POSITIVE
3398,study settle uk study studyabroad studyincanada studyinuk studyinaustralia studyoverseas visa canada uk australia overseaseducation overseaseducationconsultant skilled proffesional consultant applynow contactus rowerfze,POSITIVE,NEUTRAL,0.5,0.5,POSITIVE
3399,studyincanada feedback happy student applied postgraduate program humber college canada call us today find right study option 077 654 1250 sl com study abroad work liveincanada internationalstudents visa visaservices,POSITIVE,POSITIVE,0.7678571428571428,0.5428571428571429,POSITIVE
3400,fees monthly emi internationaldreamzz educationconsultant studyinsingapore singapore singaporelife studyabroad withoutielts foreigneducation studygram studyinabroad studyoverseas visa workpermit students ahmedabad gujarat india,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
3401,never late make right decision student studentlife overseaseducation studyabroad studyincanada studyoverseas education studentvisa studyinuk ielts highereducation internationalstudents study studyvisa visa university students uk studyabroadlife,POSITIVE,NEUTRAL,0.5678571428571428,0.21785714285714286,POSITIVE
3402,visa raises nft commerce game announcing creation program assist entrepreneurs scaling enterprises using nfts nfts future,POSITIVE,POSITIVE,0.2625,-0.2,NEGATIVE
3403,choose visa partner wisely get business visa ease 971 4 258 8800 visit amer quickplus visa visaservices visaconsultants businessvisa businessvisadubai investdubai uae uaevisaonline businesstips businessideas,POSITIVE,POSITIVE,0.9,0.7,POSITIVE
3404,travel tip happymonday tours traveltips visa passport,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3405,study canada apply visa valley 94 96 55 77 00 0487 244 50 40 visavalley studyincanada canada studyabroad studentvisa visa migrate,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3406,cnp week highlights crypto coinbase buying mercado bitcoin latin america largest crypto brokerage bitcoin kraken integrates lightning network nfts visa launches nft program defi roninnetwork hacked 625m source cryptocurrency news,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
3407,connect global pathway process college application faster experienced mentors guide throughout admission process 91 9711578747 monday trending canada canadian universities session2022 globaleducation education visa,POSITIVE,NEUTRAL,0.45,0.4,POSITIVE
3408,police clearance certificate call 0808854444 visit oman attestation certificateattestation certif cate embassy attestationservice uae visa india embassy service qater uae pcc uae police certificate,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3409,new tourism policy among things suggests liberalisation e tourist visa regime introduction mobile app e tourist visa applications travel tourismpolicy,NEGATIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
3410,us visa update announces new actions reduce backlogs immigrationnews,POSITIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
3411,visa creator program select creators mentor visa team crypto product amp strategy leaders amp cover topics including evaluating tradeoffs underlying blockchain networks smart contracts amp nft marketplaces apprecryptotalk apprenftcommunity,POSITIVE,POSITIVE,0.6428571428571429,0.21428571428571427,POSITIVE
3412,visa creator program aims help creators navigate technology behind nfts amp able better understand value unlock digital ownership amp monetization creative assets making accessible apprecrytpotalk apprenftcommunity,POSITIVE,POSITIVE,0.5333333333333333,0.24583333333333335,POSITIVE
3413,payment service provider visa launches program help small creators expand businesses using nfts apprecryptotalk apprenftcommunity,POSITIVE,POSITIVE,0.4,-0.25,NEGATIVE
3414,got confirmation company help set officially registered company startup acroseed visa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3415,rupay card gaining market share across globe slowly slowly one invested visa mastercard kindly track rupay card growth komalsecurities pms nse,POSITIVE,POSITIVE,0.65,0.14999999999999997,POSITIVE
3416,really like visa setup price trend line resistance w time frames break 229 could make nice swing trade april fintwit stocks spy spx xlf v check chart made,POSITIVE,POSITIVE,0.6,0.4,POSITIVE
3417,visa nft creator program launches small businesses nft visa blockchain,POSITIVE,NEUTRAL,0.4,-0.25,NEGATIVE
3418,visa wants make buying nft easy buy anything else online nft visa,POSITIVE,POSITIVE,0.4666666666666667,0.31666666666666665,POSITIVE
3419,founders funders friends fintechdays visa organizing fintech gettogether available create expand fintech events amp entertainment brand memorable highly descriptive fintechindustry web address fintechnews,POSITIVE,POSITIVE,0.6466666666666666,0.35333333333333333,POSITIVE
3420,binance add binance visa card apple wallet,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
3421,study abroad hiring lottie json boltbite lottiefiles gif loopable animation aftereffects ui ux lottieanimation lottieanimations freelancer onlinestudy studyabroad passport location study visa student location,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3422,use licenced immigrationadviser get objective viewpoint matters read blogs nz newzealand nzimmigration inz reviews migrationadvice visa vandanarai immigrationnz immigrationadvisers ianz newblog blogger blog,POSITIVE,POSITIVE,0.1,0.0,NEUTRAL
3423,need sunshine state right ideal time go find ad evisa florida visa,POSITIVE,POSITIVE,0.7678571428571428,0.5928571428571429,POSITIVE
3424,art eyes maine acadianationalpark jordanpond artwork art artlover landscapelovers photooftheday wallart photos visa amexlife photographyislife picoftheday saatchiart naturelovers,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
3425,visa program help creatives build businesses nfts business visa smallbusiness nfts entrepreneurs selected creators participate one year nft immersion program read source,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3426,swiss visa update starting 04apr22 mandatory applicants provide biometrics apply swiss schengen visa third party visa application drop offs longer permissible avgeek visa switzerland,POSITIVE,POSITIVE,0.05,0.0,NEUTRAL
3427,cnp visa mastercard said 2022 want onboard millions nfts source blockworks,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3428,ready set go tezos visa mastercard,POSITIVE,POSITIVE,0.5,0.2,POSITIVE
3429,visa mastercard said 2022 want onboard millions nfts,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3430,visa launched program help content creators grow businesses nfts nftcommunity saying let web2 people control web3 definition nfts visa nftnews,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
3431,visa launches nft program considers digital art new form e commerce,POSITIVE,NEUTRAL,0.22727272727272727,0.06818181818181818,POSITIVE
3432,mastercard visa paypal miss combined 2 4 billion revenue due russia ukraine conflict mastercard visa paypal ukraine russia payments,POSITIVE,NEGATIVE,0.375,-0.125,NEGATIVE
3433,ama incoming uk cracking unregistered crypto babb announce ahead game obtaining necessary licenses fca regulated semi license etc coinbase binance kucoin bittrex cointiger fintech visa moonshot fca bank,POSITIVE,NEUTRAL,0.7,-0.2,NEGATIVE
3434,visa making network available drive inclusive economic growth goal giving everyone everywhere access global economy womeninfintech visa digitalsolutions techcrunch,POSITIVE,POSITIVE,0.20000000000000004,0.20000000000000004,POSITIVE
3435,want work germany everything need know formalities related new job ways entering jobmarket important websites getting started workingermany job career visa,POSITIVE,POSITIVE,0.6181818181818182,0.1787878787878788,POSITIVE
3436,boycott sponsor compiliert russian federation allstedt attend qatar gathering fifa de supports putin war crminals anonymous help ukraine boycott visa cocacola addidas sony samsung emirates pepsi vw budweiser mcdonalds,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
